Z N C1 C2 C3 C4 C5 C6 C7 C8 C9 E1 E2 E3 E4 E5 E6 E7 E8 E9
10 5 2.922e-06 7.144e-06 2.836e-05 9.82e-05 0.008379 0.01009 0.0 0.0 0.0 205.0 2205.0 9271.0 49880.0 290400.0 878200.0 0.0 0.0 0.0
11 6 0.0001118 1.974e-05 6.61e-05 0.0003533 0.01082 0.02061 0.002115 0.0 0.0 345.5 2293.0 16700.0 72030.0 334300.0 1090000.0 1987000.0 0.0 0.0
12 7 2.931e-05 5.192e-05 0.0001769 0.0007988 0.01488 0.04546 0.0001505 0.0 0.0 766.7 3444.0 24090.0 119000.0 399900.0 1502000.0 24640000.0 0.0 0.0
13 8 3.236e-05 7.821e-05 0.0003899 0.002106 0.02015 0.0771 0.0 0.0 0.0 935.7 4775.0 37960.0 161900.0 495400.0 1885000.0 0.0 0.0 0.0
14 9 0.0005845 0.00066 0.000718 0.01714 0.02958 0.1075 0.0 0.0 0.0 985.6 6577.0 42810.0 394400.0 1296000.0 2441000.0 0.0 0.0 0.0
15 10 4.963e-05 0.0002021 0.0006269 0.007312 0.02811 0.188 0.0006513 0.0 0.0 1715.0 10280.0 41950.0 262900.0 727200.0 2704000.0 36710000.0 0.0 0.0
16 11 0.0001371 0.0003096 0.001782 0.01278 0.03323 0.2593 0.0 0.0 0.0 1505.0 11000.0 67200.0 336400.0 968600.0 3195000.0 0.0 0.0 0.0
17 12 0.0002671 0.001439 0.003183 0.006145 0.02694 0.1149 0.2573 0.0 0.0 1837.0 15050.0 66550.0 330500.0 639400.0 2563000.0 4071000.0 0.0 0.0
18 13 0.000215 0.0006864 0.002705 0.02338 0.04951 0.4399 0.0008728 0.0 0.0 2258.0 14950.0 90670.0 478000.0 1538000.0 4274000.0 46810000.0 0.0 0.0
19 14 0.0004556 0.003209 0.00377 0.02918 0.06498 0.5392 0.001074 0.0 0.0 1657.0 20280.0 105500.0 532600.0 1891000.0 4863000.0 373800000.0 0.0 0.0
20 15 0.0002456 0.001305 0.005715 0.03863 0.11 0.6152 0.001463 0.0 0.0 3806.0 23100.0 119400.0 617100.0 2656000.0 5600000.0 85560000.0 0.0 0.0
21 16 0.0004633 0.00452 0.006443 0.04011 0.1153 0.7416 0.001196 0.0 0.0 4064.0 28740.0 126900.0 616600.0 2629000.0 6192000.0 32960000.0 0.0 0.0
22 17 0.004345 0.005154 0.009236 0.04555 0.1538 0.833 0.0 0.0 0.0 4104.0 22310.0 146100.0 682900.0 3109000.0 6933000.0 0.0 0.0 0.0
23 18 0.003966 0.012 0.0117 0.05053 0.1695 0.9674 0.001429 0.0 0.0 3971.0 26800.0 168100.0 746000.0 3310000.0 7627000.0 62160000.0 0.0 0.0
24 19 0.001192 0.006885 0.01333 0.05489 0.2236 1.064 0.0 0.0 0.0 3361.0 41030.0 170800.0 762900.0 3700000.0 8444000.0 0.0 0.0 0.0
25 20 0.001599 0.01369 0.01904 0.06204 0.1699 1.256 0.006804 0.0 0.0 7070.0 49020.0 196700.0 948600.0 3444000.0 8852000.0 88950000.0 0.0 0.0
26 21 0.002565 0.01685 0.01827 0.06957 0.3254 0.5101 0.7325 0.0 0.0 6553.0 43510.0 205900.0 925000.0 4610000.0 10190000.0 10190000.0 0.0 0.0
27 22 0.006548 0.0132 0.02041 0.05761 0.1957 1.548 0.008802 0.0 0.0 9540.0 51790.0 208000.0 823800.0 3231000.0 10270000.0 137900000.0 0.0 0.0
28 23 0.00218 0.01906 0.02225 0.08285 0.3426 1.528 0.0 0.0 0.0 13890.0 69900.0 270000.0 1049000.0 4925000.0 11770000.0 0.0 0.0 0.0
29 24 0.001873 0.02409 0.03085 0.09358 0.4471 1.587 0.0 0.0 0.0 5412.0 63680.0 290200.0 1176000.0 5682000.0 12900000.0 0.0 0.0 0.0
30 25 0.00279 0.02929 0.04506 0.08789 0.3605 1.86 0.01109 0.0 0.0 9821.0 62500.0 294900.0 1158000.0 4980000.0 13260000.0 325900000.0 0.0 0.0
36 31 0.002377 0.03774 0.0928 0.1821 0.8126 2.378 0.01394 0.0 0.0 16890.0 138800.0 507900.0 1839000.0 9093000.0 20400000.0 1506000000.0 0.0 0.0
42 37 0.05494 0.04012 0.1659 0.2863 1.304 2.914 0.0 0.0 0.0 37320.0 136100.0 753900.0 2606000.0 12380000.0 28570000.0 0.0 0.0 0.0
54 49 0.008187 0.05524 0.3499 0.7341 2.275 3.376 0.0 0.0 0.0 131100.0 387100.0 1455000.0 5097000.0 21490000.0 49100000.0 0.0 0.0 0.0
8 2 5.629e-08 2.55e-07 0.0006173 0.0001627 0.0 0.0 0.0 0.0 0.0 5395.0 17700.0 167100.0 268700.0 0.0 0.0 0.0 0.0 0.0
9 3 4.223e-07 2.655e-06 9.461e-06 0.00339 0.001073 0.0 0.0 0.0 0.0 2017.0 5687.0 27840.0 216100.0 529500.0 0.0 0.0 0.0 0.0
10 4 2.763e-06 1.053e-05 4.453e-05 0.006244 0.0003146 0.004465 0.0 0.0 0.0 639.3 1499.0 32270.0 256100.0 450500.0 793400.0 0.0 0.0 0.0
11 5 2.447e-06 1.008e-05 8.172e-05 0.0002254 0.009976 0.01237 0.0 0.0 0.0 2229.0 4689.0 22970.0 94530.0 312200.0 1079000.0 0.0 0.0 0.0
12 6 2.407e-05 0.0001187 0.0003845 0.01333 0.02804 0.0008746 0.0 0.0 0.0 8061.0 21540.0 66400.0 340600.0 1327000.0 3347000.0 0.0 0.0 0.0
13 7 1.46e-05 9.728e-05 0.000683 0.0123 0.00966 0.05047 0.0 0.0 0.0 467.1 12340.0 41780.0 334500.0 694200.0 1786000.0 0.0 0.0 0.0
14 8 5.272e-05 0.0002282 0.001345 0.02246 0.09606 0.0008366 0.0 0.0 0.0 2829.0 26170.0 137400.0 452000.0 2072000.0 7808000.0 0.0 0.0 0.0
15 9 0.000154 0.0008484 0.003171 0.027 0.1512 0.001201 0.0 0.0 0.0 7080.0 46790.0 190000.0 539500.0 2499000.0 10130000.0 0.0 0.0 0.0
16 10 0.000183 0.001551 0.001717 0.02798 0.06933 0.1727 0.0 0.0 0.0 11220.0 31210.0 93480.0 479200.0 2052000.0 3291000.0 0.0 0.0 0.0
17 11 0.0003154 0.0005858 0.002821 0.03456 0.0855 0.2598 0.002163 0.0 0.0 3028.0 14530.0 126600.0 551100.0 2414000.0 3713000.0 1357000000.0 0.0 0.0
18 12 7.762e-05 0.0002947 0.002841 0.02215 0.03892 0.4219 0.01418 0.0 0.0 2836.0 16240.0 84270.0 422300.0 1125000.0 3906000.0 5900000.0 0.0 0.0
19 13 0.0001085 0.001099 0.005443 0.04604 0.2289 0.3734 0.0 0.0 0.0 7952.0 23670.0 92010.0 635600.0 3329000.0 5129000.0 0.0 0.0 0.0
20 14 0.0001162 0.002105 0.00408 0.03587 0.0808 0.7038 0.0 0.0 0.0 3547.0 26720.0 98980.0 510400.0 1930000.0 5204000.0 0.0 0.0 0.0
21 15 0.0003682 0.001807 0.008768 0.06135 0.453 0.4869 212.2 0.0 0.0 1077.0 27730.0 119100.0 726400.0 4368000.0 6703000.0 21400000000.0 0.0 0.0
22 16 0.0003803 0.001547 0.007962 0.05152 0.2004 0.9423 0.0 0.0 0.0 2814.0 25050.0 128200.0 645300.0 3169000.0 6733000.0 0.0 0.0 0.0
23 17 0.0003125 0.003092 0.01216 0.06128 0.173 1.162 0.1752 0.0 0.0 10300.0 46040.0 148000.0 786000.0 3301000.0 7175000.0 8061000000.0 0.0 0.0
24 18 0.003284 0.00946 0.05698 0.2407 1.314 0.0 0.0 0.0 0.0 15450.0 70770.0 600500.0 3383000.0 7993000.0 0.0 0.0 0.0 0.0
25 19 0.0006023 0.00584 0.01247 0.07276 0.312 1.458 0.001656 0.0 0.0 5132.0 46040.0 192300.0 846000.0 4222000.0 8800000.0 49980000.0 0.0 0.0
26 20 0.002106 0.006569 0.01532 0.03799 0.07669 0.6701 1.298 0.0 0.0 4463.0 35450.0 194400.0 614800.0 1635000.0 6100000.0 10260000.0 0.0 0.0
27 21 0.001762 0.00732 0.02261 0.08218 0.3839 1.87 0.004275 0.0 0.0 8757.0 60610.0 213900.0 947000.0 4648000.0 10320000.0 1135000000.0 0.0 0.0
28 22 0.001685 0.01129 0.02219 0.08431 0.3983 2.101 0.0 0.0 0.0 2629.0 64940.0 236000.0 967200.0 4719000.0 11080000.0 0.0 0.0 0.0
29 23 0.00354 0.01067 0.0305 0.09291 0.5694 2.18 0.0 0.0 0.0 1603.0 68120.0 265900.0 1076000.0 5614000.0 12230000.0 0.0 0.0 0.0
30 24 0.001512 0.0143 0.02785 0.06244 0.1471 1.246 1.645 0.0 0.0 8677.0 63980.0 268900.0 821000.0 2715000.0 8661000.0 14550000.0 0.0 0.0
36 30 0.003781 0.02728 0.07807 0.1408 0.8875 3.567 0.0 0.0 0.0 26580.0 121800.0 463600.0 1562000.0 7368000.0 18750000.0 0.0 0.0 0.0
42 36 0.002786 0.04996 0.1296 0.2675 1.637 4.136 0.0 0.0 0.0 145300.0 327800.0 788300.0 2648000.0 11430000.0 26750000.0 0.0 0.0 0.0
54 48 0.0008123 0.0292 0.2637 0.6707 3.003 4.74 0.0 0.0 0.0 69610.0 357700.0 1444000.0 5008000.0 20290000.0 46670000.0 0.0 0.0 0.0
9 2 3.096e-09 8.151e-09 9.651e-09 1.431e-08 5.503e-06 0.0009522 0.0 0.0 0.0 4.456 115.5 443.4 14040.0 129600.0 238000.0 0.0 0.0 0.0
10 3 2.98e-08 1.257e-07 1.122e-06 0.002626 0.0008802 1.231 0.0 0.0 0.0 45.79 475.3 14810.0 281000.0 476300.0 467700000.0 0.0 0.0 0.0
11 4 3.117e-07 1.869e-06 5.359e-06 0.003042 0.004918 0.0005673 0.0 0.0 0.0 341.1 2826.0 14310.0 286700.0 557400.0 1215000.0 0.0 0.0 0.0
12 5 2.574e-06 2.001e-06 1.829e-05 2.362e-05 0.006413 0.004118 0.007224 0.0 0.0 112.9 1585.0 11930.0 41510.0 368400.0 692500.0 1150000.0 0.0 0.0
13 6 1.096e-06 7.112e-06 1.379e-05 7.521e-05 0.0004704 0.01179 0.02374 0.0 0.0 1543.0 4115.0 18900.0 71370.0 287300.0 540600.0 1418000.0 0.0 0.0
14 7 2.086e-06 9.423e-06 3.423e-05 0.000395 0.01535 0.04986 0.0004067 0.0 0.0 370.8 3870.0 22260.0 131800.0 528500.0 1742000.0 8392000.0 0.0 0.0
15 8 4.267e-06 4.415e-05 0.0001083 0.00102 0.01842 0.03816 0.05215 0.0 0.0 1057.0 6996.0 28080.0 171200.0 609500.0 1845000.0 2373000.0 0.0 0.0
16 9 2.924e-05 0.0003366 0.0002104 0.0191 -0.0004017 0.06541 0.09546 0.0 0.0 719.2 7490.0 45100.0 558600.0 383000.0 1976000.0 2894000.0 0.0 0.0
17 10 2.257e-05 6.796e-05 0.0002448 0.003062 0.029 0.2278 0.002475 0.0 0.0 1599.0 8030.0 50650.0 297300.0 815900.0 2999000.0 6580000.0 0.0 0.0
18 11 1.299e-05 0.0002298 0.001023 0.009294 0.03957 0.3174 0.00345 0.0 0.0 1535.0 14640.0 60050.0 418600.0 1213000.0 3562000.0 5367000.0 0.0 0.0
19 12 7.004e-05 0.0003034 0.001258 0.01743 0.05124 0.4398 0.001119 0.0 0.0 1014.0 14350.0 65150.0 580800.0 1661000.0 4153000.0 17950000.0 0.0 0.0
20 13 0.0003172 0.0007229 0.000565 0.02096 0.09479 0.5528 0.001308 0.0 0.0 3452.0 12260.0 91660.0 608400.0 2203000.0 4865000.0 275100000.0 0.0 0.0
21 14 0.0001144 0.0003125 0.001268 0.02518 0.09349 0.7214 0.0 0.0 0.0 3139.0 19850.0 118800.0 661200.0 2289000.0 5372000.0 0.0 0.0 0.0
22 15 6.25e-05 0.000504 0.00314 0.03137 0.09763 0.8181 0.08169 0.0 0.0 3878.0 24100.0 130200.0 761200.0 2654000.0 5705000.0 9183000.0 0.0 0.0
23 16 0.0001015 0.001702 0.005007 0.03709 0.08722 1.11 0.01219 0.0 0.0 5280.0 35910.0 117800.0 854700.0 2599000.0 6447000.0 240700000.0 0.0 0.0
24 17 0.0002054 0.003637 0.00315 0.04207 0.09411 0.4532 0.8638 0.0 0.0 6785.0 36730.0 133000.0 916100.0 3229000.0 5409000.0 8193000.0 0.0 0.0
25 18 0.0001965 0.002932 0.003563 0.04839 0.2397 1.389 0.01099 0.0 0.0 4767.0 39130.0 169000.0 982500.0 3938000.0 8149000.0 74600000.0 0.0 0.0
26 19 0.0002033 0.001159 0.005567 0.05482 0.337 1.518 0.0 0.0 0.0 3502.0 35570.0 217700.0 1078000.0 4515000.0 9050000.0 0.0 0.0 0.0
27 20 0.0002682 0.001349 0.00847 0.06186 0.2756 1.78 0.00976 0.0 0.0 8868.0 43710.0 238700.0 1191000.0 4431000.0 9551000.0 102900000.0 0.0 0.0
28 21 0.0002734 0.001839 0.01211 0.06867 0.4983 1.834 0.0 0.0 0.0 8502.0 50980.0 242700.0 1291000.0 5474000.0 10890000.0 0.0 0.0 0.0
29 22 0.0002772 0.003515 0.01847 0.07789 0.5809 1.927 0.06583 0.0 0.0 3945.0 64640.0 245900.0 1417000.0 6008000.0 11540000.0 26640000.0 0.0 0.0
30 23 0.0001771 0.008102 0.01921 0.08696 0.7382 2.062 0.0 0.0 0.0 7113.0 79690.0 257900.0 1527000.0 6624000.0 12880000.0 0.0 0.0 0.0
36 29 0.001702 0.01488 0.03808 0.1694 1.431 2.813 0.09233 0.0 0.0 16630.0 117600.0 488300.0 2389000.0 9820000.0 18980000.0 47330000.0 0.0 0.0
42 35 0.008091 0.03092 0.08313 0.2948 2.371 3.272 0.02293 0.0 0.0 32800.0 127500.0 790700.0 3525000.0 13890000.0 28030000.0 765800000.0 0.0 0.0
54 47 0.05634 0.08947 0.3537 2.947 4.789 0.0 0.0 0.0 0.0 91130.0 490900.0 2757000.0 16320000.0 47620000.0 0.0 0.0 0.0 0.0
10 2 4.152e-09 4.656e-09 1.31e-08 1.417e-09 0.0007968 1.271e-05 0.0 0.0 0.0 26.89 202.1 720.0 48920.0 314400.0 673800.0 0.0 0.0 0.0
11 3 2.756e-08 8.094e-08 8.456e-08 0.001712 0.0008783 4.129e-06 0.0 0.0 0.0 21.34 455.0 1602.0 363200.0 569000.0 2171000.0 0.0 0.0 0.0
12 4 9.4e-08 3.818e-07 2.064e-07 2.71e-05 0.003802 0.003086 0.0 0.0 0.0 266.0 1141.0 3210.0 172700.0 452300.0 910500.0 0.0 0.0 0.0
13 5 3.238e-07 1.152e-06 2.336e-06 6.909e-06 0.001925 0.005081 0.009317 0.0 0.0 248.8 1793.0 9919.0 43670.0 401200.0 651300.0 1261000.0 0.0 0.0
14 6 7.163e-07 2.656e-06 1.119e-06 4.796e-05 0.004052 0.006101 0.02366 0.0 0.0 562.5 2952.0 9682.0 147300.0 506400.0 804700.0 1623000.0 0.0 0.0
15 7 1.366e-05 5.884e-06 1.645e-06 0.000267 0.009272 0.03583 0.02141 0.0 0.0 706.4 4529.0 13690.0 282400.0 651100.0 1711000.0 2295000.0 0.0 0.0
16 8 2.585e-06 9.517e-06 5.194e-06 0.0003715 0.01553 0.1013 0.0 0.0 0.0 1277.0 5978.0 20970.0 229200.0 797400.0 2376000.0 0.0 0.0 0.0
17 9 4.411e-06 1.673e-05 4.946e-05 0.0007314 0.007624 0.02206 0.1559 0.0 0.0 791.5 7093.0 41850.0 250800.0 720300.0 1364000.0 2906000.0 0.0 0.0
18 10 6.816e-06 3.234e-05 0.0002038 0.002187 0.03042 0.2542 0.0 0.0 0.0 2083.0 10960.0 49990.0 423800.0 1218000.0 3344000.0 0.0 0.0 0.0
19 11 1.028e-05 3.912e-05 2.908e-05 0.004456 0.04759 0.362 0.0 0.0 0.0 1446.0 11490.0 44160.0 514000.0 1596000.0 3914000.0 0.0 0.0 0.0
20 12 1.42e-05 5.39e-05 9.249e-05 0.005689 0.0533 0.4953 0.001608 0.0 0.0 4047.0 16140.0 73850.0 533100.0 1746000.0 4406000.0 92850000.0 0.0 0.0
21 13 2.048e-05 8.478e-05 0.000382 0.008275 0.07064 0.6447 0.0 0.0 0.0 3207.0 18560.0 97490.0 627700.0 2072000.0 5017000.0 0.0 0.0 0.0
22 14 4.94e-05 0.0002716 0.0007942 0.01454 0.1246 0.786 0.0 0.0 0.0 2500.0 16060.0 99980.0 832500.0 2823000.0 5761000.0 0.0 0.0 0.0
23 15 7.22e-05 0.001162 0.0001712 0.01673 0.1883 0.9285 0.0 0.0 0.0 7649.0 24840.0 120400.0 882300.0 3324000.0 6527000.0 0.0 0.0 0.0
24 16 4.964e-05 0.0001759 0.000459 0.01902 0.2169 1.123 0.0 0.0 0.0 3497.0 27560.0 138700.0 909200.0 3640000.0 7150000.0 0.0 0.0 0.0
25 17 6.185e-05 0.0002207 0.001158 0.02408 0.3187 1.264 0.0 0.0 0.0 9539.0 37210.0 189700.0 1026000.0 4201000.0 8097000.0 0.0 0.0 0.0
26 18 8.207e-05 0.0002766 0.001897 0.02842 0.4022 1.434 0.0 0.0 0.0 6365.0 38420.0 200200.0 1150000.0 4736000.0 8891000.0 0.0 0.0 0.0
27 19 9.885e-05 0.0005007 0.002833 0.03415 0.3743 1.703 0.0 0.0 0.0 17170.0 58940.0 200500.0 1290000.0 4814000.0 9477000.0 0.0 0.0 0.0
28 20 0.0001505 0.001332 0.004083 0.03905 0.3896 1.942 0.0 0.0 0.0 4752.0 56080.0 181000.0 1397000.0 5038000.0 10210000.0 0.0 0.0 0.0
29 21 0.0002533 0.003926 0.00191 0.04301 0.63 1.961 0.0 0.0 0.0 25400.0 69560.0 237700.0 1466000.0 6001000.0 11450000.0 0.0 0.0 0.0
30 22 0.00364 0.0006501 0.002472 0.04848 1.214 1.647 0.0 0.0 0.0 8377.0 36150.0 256600.0 1566000.0 7424000.0 13830000.0 0.0 0.0 0.0
36 28 0.0005695 0.003094 0.01524 0.105 1.604 2.851 0.0 0.0 0.0 15850.0 138800.0 410600.0 2524000.0 9911000.0 19380000.0 0.0 0.0 0.0
42 34 0.001441 0.01975 0.02717 0.2075 2.372 3.522 0.0 0.0 0.0 13500.0 133200.0 895200.0 3971000.0 13610000.0 27140000.0 0.0 0.0 0.0
54 46 0.003028 0.05535 0.07595 0.4991 4.454 3.327 0.0 0.0 0.0 43470.0 259800.0 1809000.0 7441000.0 25020000.0 51770000.0 0.0 0.0 0.0
11 2 2.673e-06 0.0001918 1.491e-05 0.0 0.0 0.0 0.0 0.0 0.0 302700.0 373200.0 478700.0 0.0 0.0 0.0 0.0 0.0 0.0
12 3 6.269e-06 0.0009181 0.0003082 0.0 0.0 0.0 0.0 0.0 0.0 410400.0 576600.0 731000.0 0.0 0.0 0.0 0.0 0.0 0.0
13 4 2.468e-05 0.002913 0.0007028 0.0 0.0 0.0 0.0 0.0 0.0 537500.0 843600.0 1220000.0 0.0 0.0 0.0 0.0 0.0 0.0
14 5 0.0001422 0.009474 0.00165 0.0 0.0 0.0 0.0 0.0 0.0 768500.0 1208000.0 1839000.0 0.0 0.0 0.0 0.0 0.0 0.0
15 6 0.0005482 0.02391 0.003478 0.0 0.0 0.0 0.0 0.0 0.0 952000.0 1598000.0 2594000.0 0.0 0.0 0.0 0.0 0.0 0.0
16 7 3.931e-05 0.004431 0.05156 0.0 0.0 0.0 0.0 0.0 0.0 945500.0 1365000.0 2169000.0 0.0 0.0 0.0 0.0 0.0 0.0
17 8 0.0001698 0.05325 0.05717 -0.005152 0.0 0.0 0.0 0.0 0.0 1146000.0 2055000.0 3348000.0 7186000.0 0.0 0.0 0.0 0.0 0.0
18 9 0.0004331 0.09003 0.08756 -0.01061 0.0 0.0 0.0 0.0 0.0 1351000.0 2428000.0 4147000.0 8446000.0 0.0 0.0 0.0 0.0 0.0
19 10 0.001105 0.1401 0.1187 -0.01088 0.0 0.0 0.0 0.0 0.0 1586000.0 2822000.0 4900000.0 10900000.0 0.0 0.0 0.0 0.0 0.0
20 11 0.002582 0.2139 0.1622 -0.0129 0.0 0.0 0.0 0.0 0.0 1843000.0 3280000.0 5733000.0 15920000.0 0.0 0.0 0.0 0.0 0.0
21 12 0.0002067 0.0143 0.3308 0.1649 0.0 0.0 0.0 0.0 0.0 1764000.0 2395000.0 3927000.0 6349000.0 0.0 0.0 0.0 0.0 0.0
22 13 0.0002689 0.02456 0.4341 0.1991 0.0 0.0 0.0 0.0 0.0 1950000.0 2697000.0 4469000.0 7175000.0 0.0 0.0 0.0 0.0 0.0
23 14 0.0003408 0.03619 0.5639 0.2305 0.0 0.0 0.0 0.0 0.0 2143000.0 2999000.0 5072000.0 8185000.0 0.0 0.0 0.0 0.0 0.0
24 15 0.0004254 0.04884 0.7084 0.263 0.0 0.0 0.0 0.0 0.0 2344000.0 3315000.0 5702000.0 9254000.0 0.0 0.0 0.0 0.0 0.0
25 16 0.000446 0.05456 0.895 0.2852 0.0 0.0 0.0 0.0 0.0 2546000.0 3590000.0 6378000.0 10740000.0 0.0 0.0 0.0 0.0 0.0
26 17 0.0006342 0.0835 1.045 0.3663 -0.03955 0.0 0.0 0.0 0.0 2770000.0 3978000.0 7052000.0 13000000.0 35790000.0 0.0 0.0 0.0 0.0
27 18 0.0006806 0.111 1.257 0.3878 -0.05179 0.0 0.0 0.0 0.0 2987000.0 4313000.0 7789000.0 14990000.0 33630000.0 0.0 0.0 0.0 0.0
28 19 0.0008974 0.1503 1.43 0.4124 -0.04913 0.0 0.0 0.0 0.0 3226000.0 4706000.0 8532000.0 16280000.0 50070000.0 0.0 0.0 0.0 0.0
29 20 0.0009665 0.1824 1.644 0.442 -0.06744 0.0 0.0 0.0 0.0 3459000.0 5060000.0 9326000.0 18650000.0 42230000.0 0.0 0.0 0.0 0.0
30 21 0.001214 0.2324 1.834 0.4752 -0.06907 0.0 0.0 0.0 0.0 3712000.0 5472000.0 10120000.0 20020000.0 44970000.0 0.0 0.0 0.0 0.0
36 27 0.003071 0.6546 2.996 0.5957 -0.09119 0.0 0.0 0.0 0.0 5152000.0 7805000.0 15360000.0 32390000.0 74200000.0 0.0 0.0 0.0 0.0
42 33 0.007112 1.034 3.939 0.8345 -0.1142 0.0 0.0 0.0 0.0 6922000.0 10400000.0 20990000.0 45080000.0 117800000.0 0.0 0.0 0.0 0.0
54 45 0.01389 2.077 5.541 0.9301 -0.1543 0.0 0.0 0.0 0.0 10440000.0 17030000.0 36660000.0 90360000.0 255900000.0 0.0 0.0 0.0 0.0
12 2 3.871e-08 4.732e-07 0.001599 2.628e-05 0.0 0.0 0.0 0.0 0.0 8415.0 16820.0 50000.0 275900.0 0.0 0.0 0.0 0.0 0.0
13 3 1.629e-06 3.584e-06 1.244e-05 0.004155 0.0002904 0.0 0.0 0.0 0.0 3809.0 5120.0 21660.0 76350.0 847700.0 0.0 0.0 0.0 0.0
14 4 3.819e-06 2.421e-05 0.0002283 0.008604 0.002617 0.0 0.0 0.0 0.0 3802.0 12800.0 59530.0 102600.0 1154000.0 0.0 0.0 0.0 0.0
15 5 2.722e-07 7.538e-05 0.0001466 0.01402 0.0005283 0.00328 0.0 0.0 0.0 3732.0 24070.0 52130.0 124700.0 805300.0 1513000.0 0.0 0.0 0.0
16 6 2.816e-06 3.172e-05 0.0001832 0.00436 0.01618 0.007707 0.0 0.0 0.0 7590.0 15580.0 40130.0 115600.0 160100.0 1839000.0 0.0 0.0 0.0
17 7 2.041e-05 0.0002386 0.0008413 0.02724 0.008375 0.01595 0.0 0.0 0.0 12790.0 22380.0 65870.0 178600.0 1782000.0 2767000.0 0.0 0.0 0.0
18 8 0.0001016 0.0007473 0.03394 0.002398 0.0253 0.0 0.0 0.0 0.0 15130.0 47840.0 192600.0 690400.0 2715000.0 0.0 0.0 0.0 0.0
19 9 1.03e-06 0.0003755 0.001354 0.04108 0.004373 0.04094 0.0 0.0 0.0 2685.0 16840.0 57290.0 214100.0 855600.0 3198000.0 0.0 0.0 0.0
20 10 6.508e-05 0.0008795 0.006576 0.0478 0.05167 0.01859 0.0 0.0 0.0 3711.0 44210.0 118900.0 260300.0 3099000.0 5016000.0 0.0 0.0 0.0
21 11 0.000112 0.001532 0.002899 0.05815 0.009603 0.1027 0.0006511 0.0 0.0 2655.0 18610.0 53160.0 260400.0 1186000.0 4210000.0 18960000.0 0.0 0.0
22 12 0.0001264 0.0008031 0.004274 0.06761 0.01252 0.1583 0.001625 0.0 0.0 4550.0 14340.0 99890.0 287900.0 1331000.0 4770000.0 39990000.0 0.0 0.0
23 13 3.51e-05 0.001137 0.008161 0.07833 0.02057 0.05152 0.1922 0.0 0.0 12090.0 40970.0 116300.0 318200.0 1659000.0 4589000.0 5804000.0 0.0 0.0
24 14 0.0001437 0.002295 0.01174 0.08706 0.03242 0.117 0.2616 0.0 0.0 8994.0 27340.0 109100.0 343000.0 1913000.0 5724000.0 6593000.0 0.0 0.0
25 15 0.00105 0.00585 0.01115 0.09993 0.06156 0.5521 0.0 0.0 0.0 9125.0 27300.0 106500.0 371800.0 2640000.0 7225000.0 0.0 0.0 0.0
26 16 0.0007676 0.005587 0.1152 0.04929 0.7274 0.007347 0.0 0.0 0.0 29350.0 81580.0 359100.0 1735000.0 7545000.0 46340000.0 0.0 0.0 0.0
27 17 0.001243 0.008226 0.1223 0.04428 0.3794 0.5032 0.0 0.0 0.0 11050.0 80030.0 361300.0 1193000.0 6235000.0 9861000.0 0.0 0.0 0.0
28 18 0.0003419 0.004806 0.0342 0.1305 0.1145 0.9603 0.01076 0.0 0.0 15310.0 45150.0 190500.0 470300.0 3115000.0 9270000.0 34900000.0 0.0 0.0
29 19 0.003268 0.008279 0.04809 0.1384 0.2247 1.03 0.0 0.0 0.0 13530.0 62650.0 208900.0 542300.0 4439000.0 10590000.0 0.0 0.0 0.0
30 20 0.0008941 0.01879 0.04694 0.156 0.2083 1.258 0.008934 0.0 0.0 8004.0 57300.0 226800.0 560900.0 4164000.0 11060000.0 39000000.0 0.0 0.0
36 26 0.001658 0.0598 0.1403 0.1958 0.5874 2.472 0.01321 0.0 0.0 31640.0 112000.0 405500.0 899200.0 6219000.0 16600000.0 230800000.0 0.0 0.0
42 32 0.01256 0.04977 0.3037 0.2477 1.007 3.57 0.0274 0.0 0.0 32250.0 128500.0 587600.0 1354000.0 7962000.0 22730000.0 491000000.0 0.0 0.0
54 44 0.03876 0.1393 0.8111 0.3756 3.164 5.596 0.0 0.0 0.0 63110.0 263500.0 1087000.0 3678000.0 16930000.0 42380000.0 0.0 0.0 0.0
13 2 4.495e-07 2.61e-06 0.003816 0.0005803 0.0 0.0 0.0 0.0 0.0 4937.0 13950.0 82580.0 110300.0 0.0 0.0 0.0 0.0 0.0
14 3 2.93e-06 2.803e-06 9.023e-05 0.006909 2.582e-05 0.0 0.0 0.0 0.0 116.2 5721.0 34770.0 117600.0 3505000.0 0.0 0.0 0.0 0.0
15 4 6.763e-06 3.864e-06 3.456e-05 0.0002562 0.0143 0.0002623 0.0 0.0 0.0 1532.0 2588.0 7095.0 41710.0 147700.0 1083000.0 0.0 0.0 0.0
16 5 9.571e-06 6.268e-05 0.0003807 0.01874 0.005526 0.0 0.0 0.0 0.0 1180.0 6443.0 22640.0 153000.0 356400.0 0.0 0.0 0.0 0.0
17 6 1.298e-05 6.784e-05 0.0002295 0.003446 0.03153 0.002824 0.0 0.0 0.0 1010.0 3305.0 17170.0 85410.0 209800.0 2381000.0 0.0 0.0 0.0
18 7 5.219e-05 0.0003268 0.001514 0.005551 0.04596 0.007266 0.0 0.0 0.0 1469.0 5106.0 23470.0 110400.0 241500.0 2713000.0 0.0 0.0 0.0
19 8 9.176e-05 0.0001519 0.002585 0.01364 0.05097 0.01478 0.0 0.0 0.0 1915.0 6277.0 36140.0 146700.0 286000.0 3142000.0 0.0 0.0 0.0
